"영화명","개봉일","매출액","누적매출액","관객수","누적관객수","스크린수","상영횟수","제작사","배급사","등급","장르","감독","배우"
"황진이",2015-12-10,5000,5000,1,1,1,1,"드림로드","에이라인","청소년관람불가","멜로/로맨스,드라마","신정균","장성원,신유주,심호성"
"힙스터: 안개의 덫",2015-10-21,5000,5000,1,1,1,1,"(주)마부엔터테인먼트","고구마콘텐츠허브(주)","청소년관람불가","멜로/로맨스,드라마","강명진","유사라,김동윤,정종우,류아진,박민규,강인화"
"신세계",2013-02-21,0,34881330905,0,4682492,1,1,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","범죄,액션","박훈정","이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화,리우진,박인수,권태원,정민성,류성현,곽진석,김서원"
"택시운전사",2017-08-02,95853645649,95853645649,12186327,12186327,1906,184075,"더램프(주)","(주)쇼박스","15세이상관람가","드라마","장훈","이수민,송강호,토마스 크레취만,유해진,류준열,박혁권,최귀화,이창섭,이호균,서정우,송병철,안용우,오석규,윤석진,이새별,이성호,이정은,이주영,황민형,김신웅,김진상,김화목,차순배,김대현,서현우,이봉련,홍완표,문광식,류성현,백인권,허정도,손경원,한사명,한이진"
"부산행",2016-07-20,93182579048,93182579048,11566862,11566862,1788,151350,"(주)영화사레드피터","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션,스릴러","연상호","공유,김정희,정유미,김율호,이주원,이영욱,마동석,김찬호,김운,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현,한지은,박명신,이육헌,김시우,백인권,차청화,류성록,주광현"
"검사외전",2016-02-03,77320403264,77320403264,9707581,9707581,1812,153532,"(주)영화사 월광,(주)사나이픽처스","(주)쇼박스","15세이상관람가","범죄,코미디","이일형","황정민,강동원,이성민,박성웅,김응수,신소율,주진모,김원해,김홍파,김병옥,박종환,전배수,박지환,손종학,신혜선,김시은,김종수,한재영,박지환,박종우,박지홍,송승현,윤석민,이규호,이석준,이선주,이승우,이승준,이승훈,이승훈,최현준,김영,이정은,장지건,한창현,정기섭,민무제,손성찬,윤경호,최교식,류성현,백익남,백인권,전광진,임용순,박윤호,최정현,남진복,염석무,이형훈,이승민"
"신과함께-죄와 벌",2017-12-20,68350496432,68350496432,8539495,8539495,1912,91301,"리얼라이즈픽쳐스(주),(주)덱스터스튜디오","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","판타지,드라마","김용화","하정우,차태현,주지훈,김향기,마동석,김동욱,도경수,오달수,임원희,장광,정해균,김수안,이정재,김해숙,이경영,김하늘,최용훈,강소백,정수윤,이수봉,이승준,이지향,김태준,정지훈,예수정,김기태,성유빈,오희준,이준혁,유수빈,윤지온,임철수,나철,강길우,김민종,홍인,정순원,김그림,박윤호,양지수,김지나"
"공조",2017-01-18,63783051326,63783051326,7817618,7817618,1392,142989,"(주)제이케이필름,(주)씨제이이엔엠,영화사 이창,(주)에이치비엔터테인먼트","(주)씨제이이엔엠","15세이상관람가","액션","김성훈","이재남,현빈,유해진,김주혁,장영남,이해영,임윤아,이동휘,박형수,서은지,신유철,공정환,김준한,신문성,엄효섭,홍인,임용순,엄지만,신현빈,김종태"
"밀정",2016-09-07,61270079831,61270079831,7500457,7500457,1444,138162,"(주)다크서클픽쳐스,워너브러더스 코리아(주),(주)영화사하얼빈","워너브러더스 코리아(주)","15세이상관람가","액션","김지운","송강호,공유,한지민,츠루미 신고,엄태구,신성록,서영주,박민우,이진한,이진한,임서영,임서영,전수빈,정유안,조권수,조윤담,이상희,이수광,이승진,하민,노준표,김정우,김태준,고준,오하늬,원진아,전여빈,최유화,이병헌,허성태,김동영,주석태,금새록,전배수,곽자형,옥자연,홍인,백인권,이상희,최희도,조영규,양도현,이동진"
"마스터",2016-12-21,58068236865,58068236865,7150586,7150586,1501,126927,"영화사 집","(주)씨제이이엔엠","15세이상관람가","액션,범죄","조의석","이병헌,강동원,김우빈,엄지원,박해수,오달수,진경,김정우,장한별,이승용,김대현,홍성덕,우도환,배정남,조현철,정원중,주석태,송영학,이도국,김태훈,강지혜"
"터널",2016-08-10,57530028417,57530028417,7120780,7120780,1105,113214,"(주)어나더썬데이,(주)비에이엔터테인먼트","(주)쇼박스","12세이상관람가","드라마","김성훈","하정우,배두나,오달수,김종수,임한빈,정민희,송민석,윤성민,이동진,이상희,최춘범,권승구,진용욱,이한서,예수정,서현우,배유람,조현철,김수진,윤돈선,주석태,강신철,한성천,김승훈,이장유,이문석,양지수"
"인천상륙작전",2016-07-27,55105606303,55105606303,7050475,7050475,1049,97032,"(주)태원엔터테인먼트","(주)씨제이이엔엠","12세이상관람가","전쟁,드라마","이재한","김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,한비,김희진,진용욱,곽순우,홍기준,우도환,성혁,길금성"
"럭키",2016-10-13,56445023256,56445023256,6975571,6975571,1234,155990,"(주)용필름","(주)쇼박스","15세이상관람가","코미디","이계벽","김운,유해진,이준,조윤희,임지연,전혜빈,이동휘,박선용,박은미,정소리,최시형,홍의권,김기정,고준,차엽,이성욱,정희태,김현숙,김시우,김민상,신정섭,최원,이승철"
"곡성",2016-05-12,55864308382,55864308382,6879989,6879989,1485,130332,"(주)사이드미러,이십세기폭스 인터내셔널 프로덕션","이십세기폭스코리아(주)","15세이상관람가","미스터리,스릴러,드라마","나홍진","곽도원,황정민,쿠니무라 준,천우희,김환희,허진,장소연,김도윤,손강국,전배수,황석정,배용근,배용근,이인철,이용녀,선호삼,송민석,신재현,안수연,이선희,이수빈,이수진,권귀덕,이연,이연경,이연경,백승철,이정은,박성연,최교식,김기천,송훈,신정섭,김송일"
"범죄도시",2017-10-03,56318014149,56318014149,6879841,6879841,1315,149334,"(주)홍필름,(주)비에이엔터테인먼트","메가박스중앙(주)플러스엠,(주)키위미디어그룹","청소년관람불가","범죄,액션","강윤성","마동석,윤계상,조재윤,최귀화,박상규,유지연,최성재,이경원,이태규,진선규,허동원,김성규,박지환,오민애,허성태,이성우,민무제,한성천,홍기준,배진웅,정인기,서문호,윤주,박기륭,정인겸,하준,김용호"
"군함도",2017-07-26,50510565168,50510565168,6592151,6592151,2027,108775,"(주)외유내강,(주)필름케이","(주)씨제이이엔엠","15세이상관람가","액션,드라마","류승완","황정민,김규백,명인호,소지섭,송중기,이정현,김수안,지웅배,손용범,박선,박선주,박영준,박정민,박준서,박준서,박혜민,성정훈,오정현,오형근,전창현,정규호,정부용,지재우,이다영,이동준,이상협,이선민,이세형,이윤2,최호영,이재민,이정민,이정은,이정현,이제훈,허승준,이준희,이지은,이지환,이태영,이하은,이하준,이경영,장성범,백승철,김준한,김고은,박성일,설준수,조경현,여윤호,이준혁,신희철,김동영,이정현,전배수,윤경호,강덕중,김정원,이문석,정병두,김예은,김인우,정만식,정태야,추연규,한윤식,박상호"
"청년경찰",2017-08-09,44381150516,44381150516,5653270,5653270,1102,118544,"(주)무비락,(주)도서관옆스튜디오,베리굿스튜디오(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","액션","김주환","박서준,강하늘,성동일,박승호,한도진,박하선,정다은,김규백,이하준,이현일,임대현,박정훈,장석진,서은지,서정우,서지원,신정화,조윤주,우상기,이강재,이다영,최광원,최지민,이도현,이상민,이세희,이수진,한재욱,이은비,이재웅,이정수,이주원,서정연,고준,전준영,이호정,배유람,이승희,류경수,정원중,이수인,김강현,최홍일,정동훈,안성봉,양현진,서도빈,지찬,이규성,변우석,박재홍,태윤"
"덕혜옹주",2016-08-03,44395967609,44395967609,5599665,5599665,964,97323,"(주)하이브미디어코프,(주)영화사호필름 ,(주)디씨지플러스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","사극,드라마","허진호","손예진,박해일,윤제문,라미란,정상훈,박수영,김소현,박주미,안내상,김재욱,김인우,백윤식,김대명,김정희,박윤식,박지수,박혜영,송민수,송창현,신동주,오세영,이경훈,이명규,이상진,이승진,최영빈,최일순,최정순,한동훈,함성원,홍은지,김무규,김기정,차지원,고수,금새록,김승훈,김기천,곽자형,김나연,신정섭,김용호"
"더 킹",2017-01-18,43488814535,43488814535,5317693,5317693,1310,107983,"(주)매그넘나인","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","범죄,드라마","한재림","조인성,정우성,배성우,김아중,류준열,김의성,김민재,정성모,정은채,김소진,황승언,이주연,정준용,박시영,임승묵,박정민,박지홍,박진영,장승연,손영진,안용우,유현종,이나경,이석호,한미진,이승민,이윤희,김원진,김규선,남명렬,이가경,차지원,차엽,오대환,이세랑,정원중,곽순우,금새록,김해나,정인기,박성근,윤부진,조대희,임용순,이열음,염석무,박기만,이병철"
"판도라",2016-12-07,36067171064,36067171064,4584800,4584800,1184,100270,"(주)씨에이씨엔터테인먼트","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마,스릴러","박정우","김남길,안대겸,김영애,문정희,송영재,정진영,이경영,강신일,김대명,유승목,김주현,김명민,김동우,김선형,김승배,김영준,김재민,김정훈,김태영,김태현,김태훈,박기태,박선희,박준영,이경재,최우성,공정환,강민,지현준,주석태,정종열,송철호,김영웅,김태훈"
"아가씨",2016-06-01,35217052991,35217052991,4288530,4288530,1171,90372,"유한회사 아가씨에프에스,(주)모호필름,(주)용필름","(주)씨제이이엔엠","청소년관람불가","스릴러,드라마","박찬욱","김민희,김태리,하정우,조진웅,김해숙,문소리,최병모,김인우,이용녀,조은형,장한순,이규정,이승준,이윤재,김시은,안성봉,박기륭,원근희,정인겸"
"꾼",2017-11-22,31312029795,31312029795,4018035,4018035,1314,117398,"(주)영화사두둥","(주)쇼박스","15세이상관람가","범죄","장창원","현빈,유지태,배성우,박성웅,나나,안세하,최덕문,전보람,전헌태,이용희,이재남,이창호,김동철,황인범,차순배,염동헌,허성태,주석태,정민성,최홍일,김자영,류성현,유정호,손병욱,신정섭"
"강철비",2017-12-14,31994897566,31994897566,4014293,4014293,1426,66760,"(주)와이웍스엔터테인먼트,(주)모팩","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션,드라마","양우석","정우성,곽도원,김갑수,김의성,이경영,조우진,정원중,김명곤,박은혜,김지호,안미나,원진아,정유나,이상민,이정호,정환,한승헌,박민희,한창현,이양희,현봉식,손성찬,이지원,강덕중,최현종,권범택,천재홍,정종우"
"남한산성",2017-10-03,31225083792,31225083792,3849087,3849087,1229,71101,"(주)싸이런픽쳐스","(주)씨제이이엔엠","15세이상관람가","사극,드라마","황동혁","이병헌,김윤석,박해일,고수,박희순,조우진,박주운,박지원,백동현,서병철,장정국,이정호,이호중,권효민,신희철,한창현,허성태,이장유,곽자형,강덕중,박지일,최희도,엄지만"
"귀향",2016-02-24,27249801990,27249801990,3587182,3587182,876,90288,"주식회사 제이오엔터테인먼트코리아","(주)와우픽쳐스","15세이상관람가","드라마","조정래","손숙,강하나,서미지,최리,정인기,오지혜,김시은,이채현,임성철,임혜영,박주현,박지희,박진경,장현익,정광윤,정부경,정승현,안재성,이경훈,이민영,이선희,이수현,이승현,이여원,김완기,김은나,정무성,류신,윤정로"
"아이 캔 스피크",2017-09-21,25526451186,25526451186,3279296,3279296,1140,93012,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스","12세이상관람가","코미디","김현석","나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민,이범규"
"형",2016-11-23,23130188893,23130188893,2982230,2982230,993,83591,"굿초이스컷픽쳐스(주)","(주)씨제이이엔엠","12세이상관람가","코미디,드라마","권수경","조정석,도경수,박신혜,권지훈,김승아,김진희,이연수,강두,정지훈,손산,김강현,권범택"
"프리즌",2017-03-23,23790276987,23790276987,2931897,2931897,1047,89024,"(주)큐로홀딩스","(주)쇼박스","청소년관람불가","범죄,액션","나현","한석규,김래원,정웅인,조재윤,신성록,곽민호,박영준,임경욱,장한승,신영진,지동주,윤세현,천재성,이상민,이수민,이용직,이재수,이정수,이정훈,홍도성,김성종,연송하,이재균,차엽,서호철,현봉식,김승훈,배명진,전배수,홍기준,권혁범,최현종,임용순,박중금,유정호,한이진,엄지만,이민혁"
"살인자의 기억법",2017-09-06,21375287492,21375287492,2658589,2658589,1064,88686,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창","(주)쇼박스","15세이상관람가","범죄,스릴러","원신연","설경구,김남길,설현,오달수,이현명,장정윤,전동성,전동성,전동성,전승표,백연정,백연정,정동석,정동석,유지현,윤선용,추동우,함연주,이종건,박상욱,박상운,전승표,김정영,이병준,김혜윤,최유송,김경민,정인겸,엄지만"
